A319HAY3,Hamburg Airways (White livery) (HAY),7.95,-0.4,0
A319HHI,Hamburg International (HHI),7.95,-0.4,1
A319IBE,Iberia (IBE),7.95,-0.4,1
A319IBE2,Iberia (Oneworld) (IBE),7.95,-0.4,0
A319IBE3,Iberia (Retro) (IBE),7.95,-0.4,0
A319ISS,Meridiana (ISS),7.95,-0.4,1
A319IZM,IHY Izmir Airlines (IZM),7.95,-0.4,1
A319JET,Wind Jet (JET),7.95,-0.4,1
A319KAC2,Kuwait Airways (State of Kuwait) (KAC),7.95,-0.4,0
A319KKK,AtlasJet (KKK),7.95,-0.4,1
A319KNE,Nas Air (KNE),7.95,-0.4,1
A319KZR,Air Astana (KZR),7.95,-0.4,0
A319LAN,Lan Chile (LAN),7.95,-0.4,1
A319LBT,Nouvelair (LBT),7.95,-0.4,1
A319LBY,Belle Air (LBY),7.95,-0.4,0
A319LFS,Air Lindbergh VA (LFS),7.95,-0.4,1
A319LST,Lusitaniair VA (LST),7.95,-0.4,3
A319LXR,Air Luxor (LXR),7.95,-0.4,1
A319LZB,Bulgaria Air (LZB),7.95,-0.4,2
A319MAU,Air Mauritius (MAU),7.95,-0.4,1
A319MAV,Matsakoni VA (MAV),7.95,-0.4,2
A319MGL,Mongolian Airlines (MGL),7.95,-0.4,0
A319MHL,Millenium Air VA (MHL),7.95,-0.4,1
A319MVS,MVS VA (MVS),7.95,-0.4,2
A319MXA,Mexicana (MXA),7.95,-0.4,3
A319MXAOLD,Mexicana (Old) (MXA),7.95,-0.4,1
A319NKS,Spirit Airlines (NKS),7.95,-0.4,1
A319NLY,Fly Niki (NLY),7.95,-0.4,1
A319NMB,Air Namibia (NMB),7.95,-0.4,0
A319NWA,Northwest Airlines (NWA),7.95,-0.4,1
A319OAL,Olympic Air (OAL),7.95,-0.4,1
A319OAL2,Olympic Air (CFM) (OAL),7.95,-0.4,1
A319ONE,Avianca Brasil (ONE),7.95,-0.4,3
A319ONY,Onyx Austria (ONY),7.95,-0.4,1
A319ONY2,Team Onyx VA (ONY),7.95,-0.4,2
A319PAL,Philippine Airlines (PAL),7.95,-0.4,0
A319QTR,Qatar Airways (QTR),7.95,-0.4,1
A319RBA,Royal Brunei Airlines (RBA),7.95,-0.4,1
A319RJA,Royal Jordanian (RJA),7.95,-0.4,1
A319RJA2,Royal Jordanian (Oneworld) (RJA),7.95,-0.4,0
A319RLU,RusLine (RLU),7.95,-0.4,0
A319RNV,Armavia (RNV),7.95,-0.4,1
A319ROU,Air Canada Rouge (ROU),7.95,-0.4,0
A319RSD,Russia Special Detachment (RSD),7.95,-0.4,0
A319SAA,South African Airlines (SAA),7.95,-0.4,1
A319SAB,Sabena (SAB),7.95,-0.4,1
A319SAS,Scandinavian Airlines (SAS),7.95,-0.4,2
A319SAS2,Scandinavian Airlines (retro) (SAS),7.95,-0.4,0
A319SBI,S7 Airlines (SBI),7.95,-0.4,3
A319SBI2,S7 Airlines (Oneworld) (SBI),7.95,-0.4,0
A319SDM,Rossiya (SDM),7.95,-0.4,2
A319SSV,Skyservice (SSV),7.95,-0.4,1
A319SUN,Sunland Holdings VA (SUN),7.95,-0.4,0
A319SVR,Ural Airlines (SVR),7.95,-0.4,0
A319SWR,Swiss Airlines (SWR),7.95,-0.4,2
A319SYT,SkyStar Virtual VA (SYT),7.95,-0.4,1
A319TAE,TAME Ecuador (TAE),7.95,-0.4,0
A319TAI,Taca International Airlines (TAI),7.95,-0.4,1
A319TAI2,Taca International Airlines (StarAlliance) (TAI),7.95,-0.4,0
A319TAK,Tatarstan Airlines (TAK),7.95,-0.4,0
A319TAM,TAM Linhas Aereas (CFM) (TAM),7.95,-0.4,2
A319TAM2,TAM Linhas Aereas (retro) (TAM),7.95,-0.4,0
A319TAM3,TAM Linhas Aereas (retro - blue tail) (TAM),7.95,-0.4,0
A319TAP,TAP Air Portugal (TAP),7.95,-0.4,1
A319TAP2,Transportes Aereos Portugueses (TAP),7.95,-0.4,1
A319TAR,Tunis Air (TAR),7.95,-0.4,1
A319TCW,Thomas Cook Airlines Belgium (TCW),7.95,-0.4,0
A319THY,Turkish Airlines (THY),7.95,-0.4,1
A319UAL,United Airlines (UAL),7.95,-0.4,1
A319UKN,Ukraine Air Enterprise (UKN),7.95,-0.4,1
A319VLG,Vueling Airlines (VLG),7.95,-0.4,0
A319VOI,Volaris (VOI),7.95,-0.4,2
A319VOI2,Volaris (Loris) (VOI),7.95,-0.4,1
A319VOI3,Volaris (Lidia) (VOI),7.95,-0.4,0
A319VOI4,Volaris (Andres) (VOI),7.95,-0.4,0
A319VRD,Virgin America (VRD),7.95,-0.4,0
A319VRE,Air Côte d'Ivoire (VRE),7.95,-0.4,0
A319WGT,Lion Air Services (VW Air Services) (WGT),7.95,-0.4,0
A319WHT,White (WHT),7.95,-0.4,0
A319ZZZ,Rinat Akhmetov (P4-ARL),7.95,-0.4,1
A319ZZZ2,Sophar Property Holding (M-KATE),7.95,-0.4,1
A319AALWL,American Airlines (Sharklets) (AAL),11.596,-0.31,1
A319AIBWL,Airbus Industry (Sharklets) (AIB),11.596,-0.31,1
A319AVAWL,Avianca (Sharklets) (AVA),11.596,-0.31,0
A320AAF,Aigle Azur (AAF),7.95,-0.4,0
A320AAR,Asiana Airlines (AAR),7.95,-0.4,0
A320AAW,Afriqiyah Airways (AAW),7.95,-0.4,2
A320ABX,Air Brixia VA (ABX),7.95,-0.4,1
A320ABY,Air Arabia (ABY),7.95,-0.4,1
A320ABZ,Air Transport Atlantic VA (ABZ),7.95,-0.4,0
A320ACA,Air Canada (ACA),7.95,-0.4,1
A320ACI,Air Caledonie International (ACI),7.95,-0.4,0
A320ADH,Air One (ADH),7.95,-0.4,1
A320ADR,Adria Airways (ADR),7.95,-0.4,1
A320ADR2,Adria Airways (retro) (ADR),7.95,-0.4,0
A320AEE,Aegean Airlines (AEE),7.95,-0.4,2
A320AEE2,Aegean Airlines (Acropolis) (AEE),7.95,-0.4,3
A320AEE3,Aegean Airlines (Star Alliance) (AEE),7.95,-0.4,1
A320AEE4,Aegean Airlines (Visit Greece) (AEE),7.95,-0.4,2
A320AEF,Aero lloyd (AEF),7.95,-0.4,1
A320AEL,AirEurope VA (AEL),7.95,-0.4,0
A320AES,ACES Colombia (AES),7.95,-0.4,2
A320AEW,Aerosvit Airlines (AEW),7.95,-0.4,3
A320AFF,Aeroflot Nord VA (AFF),7.95,-0.4,0
A320AFL,Aeroflot (AFL),7.95,-0.4,1
A320AFL2,Aeroflot (Sochi 2014) (AFL),7.95,-0.4,0
A320AFR,Air France (AFR),7.95,-0.4,1
A320AFR2,Air France (Skyteam) (AFR),7.95,-0.4,0
A320AFR3,Air France (retro) (AFR),7.95,-0.4,0
A320AGA,Air Germany VA (AGA),7.95,-0.4,1
A320AHS,Air Hispania VA (AHS),7.95,-0.4,1
A320AHY,Azerbaijan Airlines (AHY),7.95,-0.4,1
A320AIB,Airbus Industrie (AIB),7.95,-0.4,3
A320AIC,Air India (AIC),7.95,-0.4,0
A320AIJ,Interjet (AIJ),7.95,-0.4,2
A320AIJ2,Interjet (EcoJet) (AIJ),7.95,-0.4,0
A320AIQ,Thai Air Asia (AIQ),7.95,-0.4,0
A320AIQ2,Thai Air Asia (AIQ),7.95,-0.4,0
A320AIT,Air Italia VA (AIT),7.95,-0.4,0
A320AJM,Air Jamaica (AJM),7.95,-0.4,1
A320AKE,AKE VA (AKE),7.95,-0.4,1
A320ALA,AeroClub L'Aquila Virtual (ALA),7.95,-0.4,2
A320ALK,Sri Lankan Airlines (ALK),7.95,-0.4,1
A320ALZ,AlAndalus Airlines VA (ALZ),7.95,-0.4,1
A320AMC,Air Malta (AMC),7.95,-0.4,2
A320AMC2,Air Malta (old colours) (AMC),7.95,-0.4,1
A320AMZ,Amazon Group VA (AMZ),7.95,-0.4,0
A320ANR,Yanair (ANR),7.95,-0.4,1
A320ANY,Anyway VA (ANY),7.95,-0.4,1
A320ANZ,Air New Zealand (ANZ),7.95,-0.4,1
A320ANZ2,Air New Zealand (rugby) (ANZ),7.95,-0.4,0
A320ANZ3,Air New Zealand (Star Alliance) (ANZ),7.95,-0.4,0
A320ARC,Arcade Air Provence VA (ARC),7.95,-0.4,1
A320ARE,LAN Colombia (ARE),7.95,-0.4,1
A320ARG,Aerolineas Argentinas (ARG),7.95,-0.4,0
A320ARP,Aeroplano Virtual VA (ARP),7.95,-0.4,0
A320ASL,Air Serbia (ASL),7.95,-0.4,0
A320AUA,Austrian Airlines (AUA),7.95,-0.4,3
A320AUA2,Austrian Airlines (retro) (AUA),7.95,-0.4,0
A320AUA3,Austrian Airlines (Star Alliance) (AUA),7.95,-0.4,0
A320AUZ,Australian Virtual Airlines (AUZ),7.95,-0.4,1
A320AVA,Avianca (AVA),7.95,-0.4,6
A320AVA2,Avianca (old livery) (AVA),7.95,-0.4,3
A320AVA3,Avianca (Star Alliance) (AVA),7.95,-0.4,1
A320AWE,US Airways (AWE),7.95,-0.4,2
A320AWQ,Indonesia AirAsia (AWQ),7.95,-0.4,1
A320AWQ2,AirAsia Indonesia (WOW) (AWQ),7.95,-0.4,0
A320AWQ3,Indonesia AirAsia (AWQ),7.95,-0.4,0
A320AWV,Air Wallonie VA (AWV),7.95,-0.4,1
A320AXM,AirAsia (AXM),7.95,-0.4,2
A320AXM10,AirAsia (Ninetology) (AXM),7.95,-0.4,0
A320AXM2,AirAsia (A true Malaysian) (AXM),7.95,-0.4,1
A320AXM3,AirAsia (Airline of the Year) (AXM),7.95,-0.4,0
A320AXM4,AirAsia (Bo Rocks) (AXM),7.95,-0.4,0
A320AXM5,AirAsia (Dato Pahamin) (AXM),7.95,-0.4,1
A320AXM6,AirAsia (Expedia) (AXM),7.95,-0.4,1
A320AXM7,AirAsia (Queens Park Rangers) (AXM),7.95,-0.4,1
A320AXM8,AirAsia (Asean Basketball League) (AXM),7.95,-0.4,0
A320AXM9,AirAsia (Year of the Dragon) (AXM),7.95,-0.4,0
A320AXN,GRAlexandAIR.net VA (AXN),7.95,-0.4,2
A320AXN2,GRAlexandAIR.net VA (AXN),7.95,-0.4,0
A320AZA,Alitalia (AZA),7.95,-0.4,1
A320AZA2,Alitalia (alitalia.com) (AZA),7.95,-0.4,0
A320AZI,Astra Airlines (AZI),7.95,-0.4,0
A320BAB,Bahrain Air (BAB),7.95,-0.4,1
A320BAL,Belle Air Europe (BAL),7.95,-0.4,0
A320BAW,British Airways (BAW),7.95,-0.4,2
A320BEL,Brussels Airlines (BEL),7.95,-0.4,2
A320BER,Air Berlin (BER),7.95,-0.4,2
A320BER2,Air Berlin (interim) (BER),7.95,-0.4,0
A320BGH,Balkan Holidays (BGH),7.95,-0.4,1
A320BGN,Birgen Air VA (BGN),7.95,-0.4,1
A320BHP,Belair (BHP),7.95,-0.4,0
A320BKP,Bangkok Air (Guilin) (BKP),7.95,-0.4,0
A320BKP2,Bangkok Air (Krabi) (BKP),7.95,-0.4,0
A320BKP3,Bangkok Air (Samui) (BKP),7.95,-0.4,0
A320BMA,British Midland (BMA),7.95,-0.4,1
A320BMA2,British Midland (Star Alliance) (BMA),7.95,-0.4,0
A320BOG,Breogan Airways VA (BOG),7.95,-0.4,1
A320BSV,BlueSky VA (BSV),7.95,-0.4,2
A320BTV,Batavia Air (BTV),7.95,-0.4,0
A320BUH,Bursa Airlines VA (BUH),7.95,-0.4,1
A320BWG,Blue Wings (BWG),7.95,-0.4,2
A320BXS,SPANTAX VA (BXS),7.95,-0.4,1
A320CCA,Air China (CCA),7.95,-0.4,1
A320CCA2,Air China (Hubei) (CCA),7.95,-0.4,0
A320CCA3,Air China (Blue Peony) (CCA),7.95,-0.4,0
A320CCM,Air Corsica (CCM),7.95,-0.4,1
A320CES,China Eastern (CES),7.95,-0.4,1
A320CES2,China Eastern (expo 2010) (CES),7.95,-0.4,0
A320CFG,Condor (CFG),7.95,-0.4,3
A320CFG2,Condor Flugdienst (retro) (CFG),7.95,-0.4,1
A320CGL,Seagle Air (CGL),7.95,-0.4,1
A320CJT,Coljet VA (CJT),7.95,-0.4,2
A320CKY,Cloudsky Airways VA (CKY),7.95,-0.4,0
A320CLI,Clickair (CLI),7.95,-0.4,1
A320CNS,Conesul VA (CNS),7.95,-0.4,2
A320CRZ,Cruzeiro (CRZ),7.95,-0.4,1
A320CSA,Czech Airlines (CSA),7.95,-0.4,2
A320CSA2,Czech Airlines (Prague Airport) (CSA),7.95,-0.4,0
A320CSC,Sichuan Airliners (CSC),7.95,-0.4,1
A320CSN,China Southern Airliners (CSN),7.95,-0.4,1
A320CTN,Croatia Airlines (CTN),7.95,-0.4,3
A320CTN2,Croatia Airlines (Star Alliance) (CTN),7.95,-0.4,1
A320CTO,Air Catalonia VA (CTO),7.95,-0.4,0
A320CTO2,Air Catalonia VA (retro) (CTO),7.95,-0.4,0
A320CTO3,Air Catalonia VA (We love Barcelona) (CTO),7.95,-0.4,0
A320CTV,Citilink Garuda Indonesia (CFM) (CTV),7.95,-0.4,1
A320CTV2,Citilink Garuda Indonesia (IAE) (CTV),7.95,-0.4,1
A320CVZ,Czech Virtual Air Rescue Service VA (CVZ),7.95,-0.4,1
A320CYB,Cyber Air VA (CYB),7.95,-0.4,1
A320CYJ,CanaryJet.com (CYJ),7.95,-0.4,1
A320CYP,Cyprus Airways (CYP),7.95,-0.4,1
A320CZW,Czech Wings (CZW),7.95,-0.4,1
A320DAL,Delta Airlines (DAL),7.95,-0.4,1
A320DBR,Duchbird (DBR),7.95,-0.4,1
A320DFL,DutchFly VA (DFL),7.95,-0.4,2
A320DFY,Dreamfly Airways VA (DFY),7.95,-0.4,1
A320DLH,Lufthansa (DLH),7.95,-0.4,1
A320DSM2,LAN Argentina (Oneworld) (DSM),7.95,-0.4,0
A320DSY,Dream Sky Airlines VA (DSY),7.95,-0.4,1
A320DUB,Dubai Airwing (DUB),7.95,-0.4,0
A320EAA,Air Bishkek (EAA),7.95,-0.4,0
A320EAS,European Airwings (EAS),7.95,-0.4,1
A320EBA,EuroBerlin VA (EBA),7.95,-0.4,1
A320ECN,Econair VA (ECN),7.95,-0.4,0
A320EDW,Edelweiss (EDW),7.95,-0.4,1
A320EEP,European Express (EEP),7.95,-0.4,3
A320EEZ,Eurofly (EEZ),7.95,-0.4,3
A320EIN,Aer Lingus (EIN),7.95,-0.4,1
A320EIN2,Aer Lingus (retro) (EIN),7.95,-0.4,0
A320EMI,Emisphair VA (EMI),7.95,-0.4,2
A320ESH,European Air Shuttle VA (ESH),7.95,-0.4,1
A320ETD,Etihad Airways (ETD),7.95,-0.4,1
A320EUK,Euskalair VA (EUK),7.95,-0.4,3
A320EUV,EuropeSky Virtual Airlines (EUV),7.95,-0.4,3
A320EZS,easyJet Switzerland (EZS),7.95,-0.4,0
A320EZY,easyJet (EZY),7.95,-0.4,1
A320EZY2,easyJet (200th) (EZY),7.95,-0.4,0
